Delta_AF3,Delta_AF4,Delta_F3,Delta_F7,Delta_F8,Delta_FC5,Delta_O2,Delta_P8,Delta_T8,Alpha_AF3,Alpha_AF4,Alpha_F3,Alpha_F7,Alpha_F8,Alpha_FC5,Alpha_O2,Alpha_P8,Alpha_T8,Beta_AF3,Beta_AF4,Beta_F3,Beta_F7,Beta_F8,Beta_FC5,Beta_O2,Beta_P8,Beta_T8,Gamma_AF3,Gamma_AF4,Gamma_F3,Gamma_F7,Gamma_F8,Gamma_FC5,Gamma_O2,Gamma_P8,Gamma_T8,Suj,Tarea_R0_E1,Tarea_R0_E1
11.347251,8.038721,10.349537,10.625888,10.311836,7.416024,11.12971,9.427988,8.880681,10.172966,9.280825,10.885815,10.131308,11.26066,12.963002,11.573012,12.979017,11.714837,21.671729,23.185237,22.302262,19.016772,23.172212,24.506829,22.063988,24.209028,23.55829,15.221473,15.132532,17.445608,13.939879,15.138418,15.104844,15.234609,15.301587,15.208161,1,1,2
11.373437,8.017398,10.374284,10.627693,10.334626,7.382254,11.153175,9.407717,8.788091,10.279343,9.099523,10.902037,10.277488,11.328399,12.814333,11.522733,13.065292,11.6479,21.666289,23.156024,22.296516,19.02439,23.177435,24.49043,22.063589,24.16776,23.527645,15.220982,15.137734,15.105838,13.941241,15.135943,15.106589,15.233357,15.305299,15.212946,1,1,2
11.397335,8.002216,10.397305,10.626265,10.355619,7.34455,11.174837,9.386787,8.703627,10.38509,9.080087,10.910008,10.446349,11.400152,12.693802,11.465981,13.201845,11.57889,21.6619,23.127916,22.291743,19.033033,23.184107,24.474926,22.064359,24.126642,23.49746,15.220297,15.142733,15.105244,13.942399,15.133224,15.108256,15.231882,15.308991,15.217602,1,1,2
11.418978,7.984027,10.418594,10.621217,10.374798,7.303225,11.19469,9.36501,8.624683,10.490356,9.151238,10.909931,10.637142,11.478215,12.595031,11.402866,13.442745,11.507485,21.658592,23.100865,22.28797,19.042708,23.19231,24.46029,22.066332,24.085797,23.467779,15.219412,15.147537,15.104492,13.943348,15.130238,15.109842,15.230178,15.312665,15.222132,1,1,2
11.438454,7.946628,10.43815,10.611737,10.392154,7.257688,11.212746,9.342491,8.558041,10.595303,9.206094,10.902161,10.857778,11.56611,12.513553,11.333623,13.809594,11.433864,21.656376,23.074827,22.2852,19.053423,23.202097,24.446489,22.069525,24.045312,23.438619,15.218323,15.152161,15.103579,13.944092,15.126972,15.111341,15.228242,15.316323,18.564637,1,1,2
11.455832,7.898901,10.455963,10.597369,10.40767,7.20846,11.229004,9.3189,8.603205,10.700117,9.239543,10.8872,11.105129,11.669429,12.446293,11.352445,13.39684,11.358422,21.655266,23.049762,22.283444,19.065192,23.213548,24.433498,22.073966,24.005234,23.409989,15.217028,15.156617,15.1025,13.944631,15.123405,15.112749,15.226069,15.319974,15.230847,1,1,2
11.471176,7.849667,10.472029,10.580188,10.421334,7.155591,11.243469,9.29436,8.685321,10.804964,9.259554,10.976659,11.35508,11.794915,12.391094,11.923329,13.060919,11.281397,21.65527,23.025634,22.282708,19.078035,23.226743,24.421291,22.079678,23.965588,23.381893,16.180733,15.160922,15.101253,15.497445,15.119518,15.114063,15.223655,15.323624,15.23505,1,1,2
11.484553,7.795111,10.486327,10.570728,10.433114,7.098867,11.256127,9.268733,8.741004,10.909688,9.272119,11.452947,11.533821,11.927717,12.346411,11.943442,12.844665,11.202592,21.656415,23.002408,22.283023,19.091974,23.241826,24.409846,22.086707,23.926387,23.354338,15.213807,15.165085,15.228245,14.277911,16.390986,15.115277,15.22099,15.327278,15.239161,1,1,2
11.496024,7.735713,10.498836,10.583809,10.442978,7.039079,11.266963,9.242069,8.780018,11.013679,9.28095,12.073946,11.544832,11.951276,12.311135,11.573146,12.692631,11.121134,21.658728,22.980051,22.284427,19.107037,23.258972,24.399148,22.09511,23.887637,23.327332,15.21187,15.169114,15.098207,13.944992,15.110634,15.116389,15.218062,15.330942,15.243184,1,1,2
11.505608,7.676406,10.50956,10.61195,10.450903,6.976326,11.275977,9.214262,8.80971,11.115421,9.288245,12.510166,11.412295,11.826975,12.284472,11.256287,12.586983,11.035129,21.662222,22.958531,22.286933,19.123253,23.278324,24.389186,22.10492,23.849337,23.300882,15.20971,15.173022,15.096392,13.944676,15.105565,15.117394,15.214866,15.334619,15.247127,1,1,2
11.513333,7.620503,10.518503,10.639717,10.456859,6.911003,11.283171,9.185269,8.835195,11.211441,9.295417,12.027958,11.230554,11.692574,12.26585,11.006564,12.522884,10.940547,21.666913,22.937818,22.290565,19.140657,23.300066,24.379952,22.116185,23.811485,23.274991,15.207326,15.176818,15.094376,13.944139,15.100031,15.118289,15.211394,15.33831,15.250995,1,1,2
11.519212,7.567735,10.525665,10.661953,10.460818,6.849913,11.288538,9.15511,8.859982,11.296198,9.303323,11.492392,11.052666,11.58109,12.254934,10.811247,12.500083,10.827437,21.672809,22.917881,22.29533,19.159285,23.32437,24.371437,22.128937,23.774076,23.249666,15.204718,15.180509,15.092158,13.943382,15.093999,15.11907,15.207642,15.342017,15.254794,1,1,2
11.523257,7.517573,10.531049,10.678361,10.462739,6.787046,11.292074,9.123697,8.885639,11.363749,9.31252,11.119537,10.889442,11.488361,12.251647,10.646742,12.520162,10.672463,21.67992,22.898692,22.301243,19.179179,23.351451,24.363634,22.14322,23.737103,23.224908,15.201884,15.184103,15.089735,13.942407,15.087429,15.119734,15.203602,15.345738,15.258526,1,1,2
11.525483,7.471098,10.534661,10.689794,10.462571,6.722018,11.293777,9.091058,8.912842,11.415662,9.323281,10.821656,10.728597,11.408621,12.256106,10.549681,12.587715,10.64553,21.688272,22.880228,22.308343,19.200384,23.381622,24.35654,22.159112,23.70056,23.200719,15.19882,15.187602,15.087096,13.9412,15.080258,15.120276,15.199259,15.349471,15.262192,1,1,2
11.525911,7.430689,10.5365,10.696931,10.460254,6.654007,11.293639,9.057144,8.942562,11.558821,9.335612,10.566812,10.559095,11.337552,12.268489,10.460454,12.711593,10.740424,21.697883,22.862465,22.316659,19.222946,23.415203,24.350156,22.176675,23.664438,23.177099,15.195524,15.19101,15.084236,13.939758,15.072424,15.120694,15.194602,15.353214,15.265793,1,1,2
11.524551,7.396666,10.536561,10.700338,10.455708,6.58371,11.291646,9.021946,8.974128,11.694716,9.34944,10.513488,10.386842,11.272189,12.289343,10.372847,12.851561,10.793687,21.708768,22.845381,22.326221,19.246917,23.452583,24.34449,22.195983,23.628731,23.154051,15.191994,15.194329,15.081148,13.938073,15.100368,15.120984,15.189618,15.356965,15.26933,1,1,2
11.52143,7.365941,10.534841,10.700508,10.448852,6.520604,11.287787,8.985378,9.007797,11.81992,9.364632,10.46685,10.217799,11.210768,12.320559,10.286641,12.760817,10.828698,21.720932,22.828955,22.337052,19.272345,23.49419,24.339553,22.217096,23.593429,23.131575,15.188232,15.197564,15.077828,13.936144,15.315294,15.121142,15.184298,15.360719,15.272805,1,1,2
11.516594,7.336199,10.531333,10.697872,10.439601,6.456849,11.282052,8.947442,9.043796,11.93095,9.380985,10.419449,10.057473,11.151214,12.364271,10.201918,12.580202,10.855285,21.734351,22.813167,22.349148,19.299278,23.54046,24.335358,22.240043,23.558522,23.109674,15.184244,15.200718,15.07428,13.933978,15.548242,15.576182,15.178637,15.364474,15.276218,1,1,2
11.510044,7.307289,10.526025,10.692666,10.427823,6.418101,11.27442,8.908091,9.082992,12.023638,9.398355,10.371536,9.907961,11.089906,12.421691,10.119405,12.447411,10.877243,21.749041,22.798004,22.362539,19.327772,23.592024,24.331923,22.264906,23.523998,23.088344,15.180029,15.20379,15.070498,13.931566,15.801494,15.400785,15.172622,15.368223,15.279568,1,1,2
11.501776,7.280414,10.518906,10.685065,10.413354,6.399723,11.264867,8.867303,9.126364,12.09613,9.416608,10.322913,9.779878,11.020457,12.492852,10.040742,12.352921,10.896197,21.765017,22.783454,22.377262,19.357889,23.649665,24.329269,22.291776,23.489845,23.067584,15.865015,15.206782,15.066476,13.928899,16.077883,15.120791,15.166237,15.371961,15.282855,1,1,2
11.491785,7.25677,10.509959,10.675158,10.395985,6.340537,11.253363,8.825047,9.173858,12.155866,9.435618,10.271047,9.711127,10.928619,12.572976,9.969236,12.282906,10.912613,21.782304,22.769506,22.39336,19.389693,23.714374,24.327423,22.320764,23.456052,23.047388,15.170912,15.209692,15.062206,13.925964,16.380994,15.120389,15.15946,15.375685,15.286075,1,1,2
11.480067,7.23823,10.49917,10.663014,10.375463,6.309814,11.239887,8.781288,9.196756,12.208919,9.455286,10.208735,9.562796,10.797163,12.644406,9.912138,12.228728,10.926519,21.800907,22.756149,22.410861,19.423244,23.787359,24.326415,22.351955,23.422607,23.027754,15.166008,15.212521,15.057681,13.922756,16.715178,15.119839,15.152276,15.379388,15.289227,1,1,2
11.466623,7.227276,10.486534,10.648674,10.351479,6.286049,11.224429,8.735984,9.202529,12.259682,9.47547,10.128872,9.310959,10.869485,12.666427,9.892412,12.18484,10.938311,21.820811,22.743371,22.429776,19.458591,23.870133,24.326277,22.385414,23.389495,23.008681,15.160878,15.215268,15.261217,13.919276,17.085903,15.119137,15.144673,15.383066,15.292311,1,1,2
11.451453,7.225064,10.472032,10.632114,10.323594,6.273593,11.206957,8.689084,9.213317,12.307414,9.49605,10.033721,9.122181,10.975191,12.615275,9.938486,12.147827,10.948375,21.842037,22.731165,22.450145,19.495799,23.964801,24.327045,22.421259,23.356698,22.990162,15.15552,15.217932,15.739089,13.915514,17.500796,15.11828,15.13663,15.386713,15.295323,1,1,2
11.43456,7.236582,10.455641,10.613307,10.291198,6.262879,11.187432,8.640594,9.228725,12.3493,9.516919,9.930742,8.948312,11.044672,12.535779,9.635336,12.11584,10.956953,21.864617,22.719521,22.472018,19.534949,24.07429,24.328761,22.459637,23.324187,22.972184,15.149931,15.220509,15.042548,13.911453,17.970512,15.117266,15.128118,15.390322,15.29826,1,1,2
11.41595,7.244631,10.437333,10.592257,10.25341,6.251819,11.165804,8.590504,9.246588,12.36671,9.537972,9.824498,8.779567,11.097759,12.461321,9.436237,12.08793,10.964264,21.888595,22.708425,22.495456,19.57613,24.202818,24.331468,22.500728,23.291924,22.954731,15.144107,15.222998,15.036954,13.907073,18.510406,15.116092,15.119104,15.393887,15.301118,1,1,2
11.395645,7.250151,10.41707,10.569028,10.20887,6.23974,11.142007,8.53871,9.268367,12.335982,9.559129,9.716523,8.610602,11.142636,12.397152,9.261098,12.063538,10.970628,21.914045,22.697861,22.520552,19.619477,24.356859,24.335213,22.5448,23.259864,22.937778,15.13804,15.225392,15.031062,13.902337,19.14397,15.114755,15.109541,15.397403,15.303892,1,1,2
11.373659,7.253152,10.39481,10.543672,10.155389,6.225458,11.11597,8.485219,9.297767,12.225589,9.58032,9.607083,8.460573,11.183604,12.339458,9.092477,12.042306,10.976459,21.941024,22.687808,22.547396,19.66512,24.54685,24.340046,22.592128,23.227957,22.921302,15.131723,15.227689,15.024858,13.897212,19.90934,15.113252,15.099377,15.400862,15.306578,1,1,2
11.35,7.252983,10.370517,10.516183,10.089084,6.20846,11.087622,8.430006,9.346515,12.029734,9.60152,9.496181,8.456772,11.222868,12.282067,8.92875,12.023942,10.982256,21.969561,22.678248,22.576058,19.713164,24.791348,24.346019,22.642981,23.196154,22.905281,15.125153,15.229885,15.018328,13.891677,20.87467,15.111581,15.088562,15.40426,15.475505,1,1,2
11.32468,7.249601,10.344167,10.486468,10.001908,6.188415,11.056897,8.393224,9.327105,11.778779,9.622742,9.383583,8.43941,11.261426,12.218252,8.802411,12.008204,10.988535,21.999662,22.669163,22.606597,19.763677,25.128805,24.353182,22.697612,23.164401,22.889697,15.118327,15.231979,15.011455,13.885725,22.181408,15.109737,15.077041,15.407591,15.311674,1,1,2
11.297708,7.242871,10.315722,10.454483,9.87213,6.165049,11.023706,8.382053,9.323532,11.509841,9.643971,9.269455,8.411402,11.299516,12.142445,8.754431,11.994924,10.995744,22.031352,22.660532,22.639096,19.816763,25.662933,24.361588,22.75637,23.132645,22.87453,15.11124,15.233969,15.004224,13.879336,24.210474,15.107718,15.069394,15.410851,15.314078,1,1,2
11.269094,7.232535,10.285129,10.420331,9.594426,6.13819,10.987938,8.368627,9.328547,11.421834,9.665149,9.154659,8.376985,11.33595,12.052139,8.721742,11.984024,11.004216,22.064676,22.652337,22.673664,19.872567,26.925598,24.371294,22.819719,23.100826,22.859758,15.103887,15.235852,14.996614,13.872478,28.915106,15.10552,15.310779,15.414034,15.316383,1,1,2
11.238857,7.218213,10.252332,10.384249,9.685613,6.107968,10.949461,8.352823,9.340897,11.397119,9.686205,9.040967,8.341304,11.36639,11.948396,8.703894,11.975493,11.014205,22.099669,22.644557,22.710419,19.931244,26.36357,24.382358,22.888211,23.06888,22.845357,15.096261,15.237627,14.988603,13.865118,26.917902,15.103142,15.569809,15.417138,15.318586,1,1,2
11.207016,7.199302,10.217267,10.346723,9.859408,6.074119,10.908118,8.334494,9.357702,11.374785,9.707123,8.931517,8.310452,11.379742,11.835276,8.737461,11.969402,11.025974,22.136378,22.637173,22.749496,19.992964,25.430855,24.394837,22.962531,23.036743,22.831307,17.774351,15.239291,14.980164,13.857219,23.558832,15.100581,15.84904,15.420157,15.320685,1,1,2
11.173602,7.17478,10.17987,10.308551,9.938136,6.036657,10.863732,8.313462,9.377813,11.357584,9.727912,8.831109,8.457694,11.368235,11.722745,8.784977,11.965887,11.039693,22.174848,22.630169,22.791045,20.057856,24.945215,24.408778,23.043508,23.00437,22.817588,15.080159,15.240842,14.971267,15.075006,21.841251,15.09783,16.151683,15.423087,15.322677,1,1,2
11.138635,7.160683,10.140062,10.270422,9.983371,5.995463,10.816067,8.289519,9.398363,11.348718,9.748531,8.746969,8.24709,11.342272,11.630029,8.817494,11.965073,11.055349,22.215133,22.623527,22.835238,20.126083,24.613117,24.42423,23.132224,22.971715,22.804182,15.071667,15.242276,14.968128,13.839686,20.686876,15.094882,16.481737,15.425924,15.324559,1,1,2
11.102136,7.179724,10.097756,10.232539,10.010868,5.950383,10.764828,8.262433,9.421245,11.352525,9.76894,8.687569,8.093237,11.316345,11.562896,8.816442,11.967032,11.072824,22.257291,22.617223,22.882277,20.197798,24.359541,24.441239,23.230062,22.938734,22.791067,15.062865,15.243592,15.145698,13.829985,19.820057,15.091728,16.844468,15.428663,15.326329,1,1,2
11.064136,7.20413,10.052864,10.194396,10.027076,5.901207,10.70964,8.23195,9.440726,11.375209,9.789105,8.69405,7.851602,11.298805,11.508721,8.770342,11.97179,11.091961,22.301385,22.611236,22.932404,20.273101,24.153801,24.459851,23.338843,22.905395,22.778221,15.053737,16.842007,15.333358,13.819627,19.1282,15.08836,17.246988,15.4313,15.327984,1,1,2
11.02466,7.100494,10.005277,10.154966,10.035266,5.847581,10.649964,8.197796,9.46024,11.426416,9.808993,8.671501,7.613254,11.295269,11.461981,8.931965,11.979374,11.112608,22.34749,22.605541,22.985914,20.352103,23.980348,24.480111,23.46108,22.871704,22.765614,15.044259,15.245853,15.532487,13.808583,18.554255,15.084773,17.698911,16.621538,15.32952,1,1,2
10.983725,7.017639,9.954847,10.113212,10.037326,5.816685,10.585013,8.159667,9.488019,11.523493,9.828574,8.709388,7.390613,11.312003,11.423161,9.170818,11.989822,11.134645,22.395714,22.600117,23.043191,20.434866,23.830093,24.502055,23.600357,22.837748,22.753218,15.034396,19.782375,15.745067,13.796835,18.065105,15.080963,18.213954,15.436258,15.330936,1,1,2
10.941342,7.02571,9.901372,10.068422,10.034422,5.797657,10.513594,8.117199,9.526892,11.706532,9.847827,8.759708,7.17816,11.3597,11.393409,9.364769,12.003185,11.157998,22.446207,22.594949,23.104725,20.521405,23.697263,24.525713,23.762015,22.803768,22.740999,15.0241,15.247613,15.97358,13.784368,17.639858,15.076931,18.812361,15.438574,15.332231,1,1,2
10.897532,7.020402,9.844622,10.020292,10.027327,5.777407,10.433885,8.069881,9.547943,12.11393,9.866733,8.809989,7.300753,11.45407,11.372275,9.557569,12.019521,11.182608,22.499156,22.590021,23.171102,20.611739,23.578091,24.551112,23.954408,22.770307,22.728919,15.013319,15.248305,16.220542,13.771167,17.264735,15.072673,19.525214,15.440779,15.333402,1,1,2
10.852314,7.054932,9.784289,9.968781,10.016576,5.755929,10.342819,8.016422,9.532865,12.812635,9.885271,8.852369,7.439951,11.550302,11.358471,9.767621,12.038895,11.208345,22.554815,22.585314,23.24308,20.705751,23.469897,24.578281,24.191637,22.738394,22.716932,15.001985,15.248871,16.489189,13.847808,16.929954,15.06818,20.404798,15.442869,15.334447,1,1,2
10.805678,7.087586,9.719953,9.914072,10.002554,5.733222,10.234785,7.951162,9.456621,11.635974,9.903396,8.884734,7.577509,11.382162,11.350911,10.012624,12.061418,11.234866,22.613541,22.58081,23.32167,20.803114,23.370668,24.607243,24.499782,22.709708,22.704981,15.159174,15.249306,16.783858,14.13042,16.628238,15.063446,21.547526,15.44484,15.335363,1,1,2
10.757574,7.108639,9.651117,9.856472,9.985548,5.70929,10.101084,7.85544,9.409197,11.201008,9.921044,8.926182,7.726532,11.136231,11.348656,10.319415,12.087382,11.261568,22.675753,22.576497,23.408152,20.903314,23.278961,24.638015,24.931433,22.686477,22.693003,15.370123,15.249607,17.109673,14.425999,16.354271,15.05846,23.14701,17.080208,15.336147,1,1,2
10.707883,7.122004,9.577143,9.796395,9.965794,5.684138,9.933201,7.911336,9.376925,10.959566,9.938168,9.061633,7.90813,10.933344,11.350819,10.742264,12.141638,11.287691,22.741966,22.572374,23.504227,21.005481,23.193669,24.670608,25.558324,22.670733,22.680927,15.598382,15.249774,17.473309,14.73252,17.335105,15.053213,25.467118,15.448414,15.336796,1,1,2
10.65641,7.129902,9.497174,9.734336,9.943494,5.696022,9.86278,7.944917,9.353941,10.77028,9.954742,9.371036,8.150715,10.757406,11.356549,11.290524,12.200493,11.312449,22.812839,22.568451,23.612255,21.10819,23.113898,24.705026,25.643903,22.663154,22.668678,15.846863,16.614346,17.883914,15.046001,15.87386,15.047695,25.803124,15.450013,15.33731,1,1,2
10.602845,7.13379,9.410011,9.670883,9.918841,5.738835,9.934358,7.971388,9.336696,10.59483,9.970691,9.768225,8.726745,10.59313,11.365061,11.07023,12.263944,11.335096,22.88924,22.564759,23.735645,21.209201,23.0389,24.741263,24.991577,22.66255,22.65618,16.119276,15.5456,18.354593,15.359563,15.661239,15.041895,23.433439,15.451487,15.33769,1,1,2
10.546727,7.134697,9.313895,9.606768,9.892024,5.781913,9.976407,7.99644,9.324482,10.414165,9.985929,10.168205,9.831922,10.432178,11.375643,10.714013,12.332247,11.355015,22.972377,22.561348,23.879599,21.305122,22.968044,24.779304,24.52421,22.66669,22.643338,16.420655,15.249455,18.905188,15.662243,15.463627,15.0358,21.747944,15.452838,15.337935,1,1,2
10.487477,7.133418,9.206244,9.542887,9.863194,5.825456,9.987457,8.020172,9.315165,10.224306,10.000359,10.489472,9.457507,10.27132,11.387719,10.500063,12.406254,11.371777,23.063837,22.558302,24.052222,21.391342,22.900866,24.819125,24.190059,22.673461,22.630043,16.757391,15.249072,19.566265,15.938514,15.279173,15.029399,20.557019,15.454062,15.338044,1,1,2
10.424397,7.167713,9.083044,9.480309,9.832468,5.869499,9.979376,8.042012,9.306864,10.032431,10.013881,10.601776,9.352929,10.110949,11.40083,10.359375,12.487822,11.385196,23.165732,22.555753,24.267117,21.462308,22.837027,24.860698,23.930905,22.681401,22.616181,17.137723,15.248548,20.388652,16.169226,15.131751,15.022677,19.647186,15.455159,15.338014,1,1,2
10.356437,7.301463,8.93718,9.420141,9.799962,5.91442,9.957755,8.061676,9.297688,9.846728,10.02631,10.559766,9.108416,9.95355,11.414623,10.25959,12.580494,11.395335,23.281195,22.55389,24.550378,21.512197,22.77621,24.903988,23.717642,22.689666,22.601646,17.573704,15.247879,21.46935,16.33421,15.141815,15.015616,18.911907,15.456128,15.337845,1,1,2
10.282019,7.460443,8.75447,9.363276,9.765783,5.960125,9.925212,8.079219,9.286334,9.671009,10.037458,10.495334,8.971252,9.802155,11.428817,10.18512,12.690756,11.402479,23.414924,22.552968,24.959636,21.536482,22.718153,24.948957,23.53446,22.697841,22.586367,18.083143,15.247064,23.021438,16.417886,15.151348,15.008201,18.293488,15.456969,15.337536,1,1,2
10.198868,7.647169,8.504806,9.310139,9.730039,6.006584,9.882902,8.094908,9.274205,9.50632,10.047153,10.447449,8.898799,9.659549,11.443198,10.127337,12.832186,11.407049,23.574027,22.553305,25.631013,21.533732,22.662681,24.995558,23.372076,22.705754,22.570358,18.692694,15.246102,25.545906,16.41574,15.160392,15.000411,17.758238,15.457683,15.337087,1,1,2
10.103477,7.862899,8.333821,9.260564,9.692853,6.05351,9.831367,8.109079,9.26348,9.352507,10.055235,10.417661,8.8649,9.527962,11.457595,10.081029,13.042346,11.409559,23.770501,22.555276,25.893577,21.505964,22.60965,25.043744,23.224445,22.713367,22.553845,19.446944,15.244991,26.575112,16.335608,15.168988,14.992225,17.28419,15.45827,15.336498,1,1,2
